Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,-log10(pvalue),Significant,Regulation
BAZ1A,79.47996187406342,-1.5841288985528994,0.2990312460164816,-5.297536360014991,1.1737553804216021e-07,1.5320347445260993e-05,6.930422403942398,True,Downregulated
BCAS1,1725.04649558891,-1.1880163191803923,0.4031924334086693,-2.9465243410861293,0.003213671247953961,0.026908054396344985,2.4929985527444436,True,Downregulated
BCAT2,159.60311047172235,-1.1529164393141138,0.328271039396832,-3.512086967624352,0.000444602484607448,0.007203094307679225,3.3520281146278306,True,Downregulated
BCL2L12,20.855188443761122,-1.5662955310521784,0.5392751379400904,-2.9044460255206177,0.0036790363167703236,0.029463237400755907,2.4342659251085017,True,Downregulated
BCL3,86.53386564060374,-2.0052825361556734,0.38493343621201764,-5.209426741124101,1.8942498153549738e-07,2.23075175283867e-05,6.72256274641208,True,Downregulated
BCL6B,41.8937004770053,-2.4342981086693745,0.4066113641652723,-5.986793098286165,2.140187464716678e-09,5.972230020075764e-07,8.669548183975001,True,Downregulated
BLOC1S1,131.6383291901686,-1.194723472394521,0.3899352207971894,-3.0639024347480346,0.0021847014633870863,0.020910344875765815,2.6606079004151493,True,Downregulated
BNIPL,11.235600456780348,-2.5909715992017137,0.7135360537520337,-3.6311712429630387,0.00028213789497556145,0.0053659245948054785,3.5495385782420468,True,Downregulated
BOK,706.1368371230706,-1.1056038960513759,0.27691503854766425,-3.992574407839799,6.53598140508193e-05,0.0018890153400223401,4.184689192045071,True,Downregulated
BRICD5,76.01809222096948,-1.1412514941178986,0.43118983792925664,-2.6467495143174933,0.008126952593377305,0.04864178053338745,2.090072273592154,True,Downregulated
BRMS1,146.15594145830846,-1.0509484253804333,0.2944539223225955,-3.569143915933453,0.00035814965154333083,0.006232959258310548,3.4459354670458655,True,Downregulated
BST2,225.34703203850515,-1.888996449820627,0.2726008016843878,-6.92953372898614,4.22229951540859e-12,3.4168958828444015e-09,11.37445096257847,True,Downregulated
BTBD9-AS1,8.756317622777926,-2.8242394875036423,0.8737528823975633,-3.2323092082443,0.0012279410489667896,0.014464502094270372,2.91082248231779,True,Downregulated
BTNL9,128.15554607800078,-1.485725946566763,0.2608040978243649,-5.696712432667778,1.2213968058338528e-08,2.410769183222062e-06,7.9131432200946525,True,Downregulated
C11orf96,197.44022052133155,-1.1838940347892168,0.3618522433585162,-3.271760937008307,0.0010687990925861866,0.013208844922415097,2.9711039235857633,True,Downregulated
C17orf67,21.79270245815287,-1.4045008811812558,0.4484714302139393,-3.131751069429888,0.001737671398419459,0.017936359428200856,2.7600323471887704,True,Downregulated
C19orf81,12.167688638500435,-1.7422155360505944,0.6303573714050466,-2.763853672667064,0.0057123149588415465,0.03821015963815673,2.24318785495809,True,Downregulated
C1QA,268.16521598570944,-1.3111487643207724,0.3448373225078912,-3.802224059696347,0.00014340294627906102,0.00327821565752345,3.8434419257979693,True,Downregulated
C1QB,358.2274027205521,-1.0297480440371523,0.3623231767235164,-2.8420705883326316,0.004482156638863337,0.033383773207564096,2.348512970155866,True,Downregulated
C1QTNF6,58.71130445455833,-1.5853576387927033,0.32396387639232255,-4.8936247351010955,9.899552095641395e-07,8.404171008052678e-05,6.004384454573346,True,Downregulated
C1orf162,55.289579417268754,-1.6774531078412913,0.4744005960393101,-3.5359422434247807,0.0004063235173628136,0.0067867349107504004,3.3911280406681152,True,Downregulated
C1orf35,157.95503601810898,-1.2669034473661984,0.2849635989547426,-4.445843090181513,8.754783449849986e-06,0.00040242011521405814,5.057754591750531,True,Downregulated
C20orf203,35.55967632857654,-1.3178918087101283,0.5004066164329689,-2.6336418533080375,0.008447454079353456,0.049771403084942004,2.0732741603861653,True,Downregulated
C22orf46P,441.8239125707353,-1.5556179976570261,0.5104686402926112,-3.047431075815575,0.0023080645042483257,0.021675054593868554,2.636752057973998,True,Downregulated
C3orf62,63.09020757065421,-1.098815543317157,0.3265067802257562,-3.36536822468864,0.0007644157053809309,0.010353195139406164,3.1166703986837363,True,Downregulated
C8orf82,163.20874404426607,-1.4046646363124882,0.49626891954124913,-2.8304505500988455,0.004648249592164057,0.034087865722326804,2.3327105601381004,True,Downregulated
CA5BP1,73.13214539599097,-1.0173986250547722,0.3023607660254108,-3.3648500049416756,0.000765852807199889,0.010363986358302846,3.1158546914163434,True,Downregulated
CAPN10-DT,42.620390353328084,-1.090624606674915,0.4025723660892931,-2.7091392717030347,0.006745801627137497,0.04271549269766056,2.1709664341972568,True,Downregulated
CAPS,35.52270286188329,-2.9417691334789513,0.6132846466789453,-4.796743485116085,1.612659015341884e-06,0.00011757155929418195,5.792457451216341,True,Downregulated
CARD16,8.778227433484153,-1.8249879023408373,0.6779386810511916,-2.6919660337289875,0.0071032179166635725,0.044264852194837716,2.148544861584065,True,Downregulated
CARD6,21.467794080013324,-1.3179922246902984,0.4538564733476603,-2.903984634104135,0.003684462424751346,0.029492099082393936,2.433625868183491,True,Downregulated
CARHSP1,369.4093859362324,-1.6210226884475467,0.4073776480192495,-3.979164532784945,6.915786919109639e-05,0.001977597372540451,4.160158396150065,True,Downregulated
CARINH,28.582941128961263,-1.260769352652825,0.3926352402004359,-3.211044816072078,0.0013225330753840873,0.015105997053698979,2.8785934578355565,True,Downregulated
CARS2,234.4033303302739,-1.068272123892893,0.213948733620633,-4.993121977469232,5.941100877115213e-07,5.623199865269575e-05,6.226133073443453,True,Downregulated
CASP7,62.487531028173315,-1.3989249943069573,0.3465016303999336,-4.037282574088648,5.407392161956167e-05,0.0016267405602464788,4.267012132810621,True,Downregulated
CATSPERG,35.814930664020174,-1.09291720557216,0.3928394586787076,-2.782096302769897,0.005400901117259917,0.03691452051640699,2.2675337739540398,True,Downregulated
CAV1,114.2610353011054,-1.0764016442277822,0.3405337106516459,-3.1609253667367563,0.001572687892528105,0.01695799702902557,2.803357456653158,True,Downregulated
CCDC102A,21.572098620588093,-1.3550397468912863,0.49015876833407845,-2.7644914962894824,0.005701159315348161,0.038192575959813735,2.2440368227373435,True,Downregulated
CCDC154,25.877898370441628,-1.458536247607231,0.5204281552108463,-2.8025698321727415,0.005069723957708796,0.0357531513095934,2.295015686999517,True,Downregulated
CCDC159,131.43858423315712,-1.3450508977707762,0.36476552182084443,-3.6874397861303394,0.00022652167223463605,0.0045713881111191824,3.644890240972781,True,Downregulated
CCDC17,14.816417322915688,-1.8564047418278566,0.6106875987920023,-3.039859898088647,0.002366882236139375,0.022016085627537804,2.625823349788345,True,Downregulated
CCDC9,215.6160428796928,-1.265477547108829,0.3110100192039626,-4.068928552037804,4.7229826309507286e-05,0.0014812417717657326,4.325783651564127,True,Downregulated
CCDC92,131.30181260769683,-1.2704188742104765,0.330596077474721,-3.8428129090782064,0.00012163218964139604,0.002926520091862435,3.9149514749513354,True,Downregulated
CCL2,40.19390126847877,-1.0807539438081675,0.38234659190512715,-2.8266341761360287,0.004704003247358558,0.03432399153561133,2.3275323871212428,True,Downregulated
CCR10,40.063916022071545,-1.4551338019843947,0.5169455208025944,-2.8148687693921723,0.004879715584167313,0.03503240758849049,2.3116054902567855,True,Downregulated
CD14,186.10550627734952,-1.485553807999148,0.5055650330068638,-2.938402996670419,0.0032990787941238487,0.027452745646732384,2.481607311782773,True,Downregulated
CD22,451.4902954008355,-1.5182213319802467,0.2664403235434755,-5.698166522953181,1.2110273522068555e-08,2.410769183222062e-06,7.916846047791418,True,Downregulated
CD247,21.41468967791761,-1.2747804287712359,0.4587937392494016,-2.7785480047238864,0.005460244456278799,0.03722580308545592,2.2627879134058166,True,Downregulated
CD63-AS1,78.08287768396958,-1.2567233267806524,0.3517132310482795,-3.5731477119441735,0.0003527156625897912,0.006178249998934818,3.4525752547490436,True,Downregulated
CDA,21.85754046333786,-1.9265525814366566,0.6487786856634282,-2.9695065883161713,0.0029827841620321052,0.02573366826358722,2.525378171589272,True,Downregulated
CDK10,411.1548300003356,-1.1980864670771618,0.2505272227191249,-4.782260602554876,1.7333475900660157e-06,0.00012413376435937374,5.761114339010899,True,Downregulated
CDK2AP2,278.5813157536229,-1.3250399676795404,0.22423362827363935,-5.909193807730535,3.4378604476368903e-09,8.430571415909556e-07,8.463711756517878,True,Downregulated
CDKN2A,18.125456886148715,-2.3118942259730133,0.5743171008795109,-4.025466458220679,5.686248559546598e-05,0.0016980061427354554,4.245174160178439,True,Downregulated
CEACAM19,98.83263531470891,-2.0634998850279977,0.2878529947316668,-7.168589254913148,7.577452504938997e-13,8.760076342316977e-10,12.120476777086049,True,Downregulated
CEBPB,97.18896716198866,-1.4770517853097658,0.3033522924865558,-4.869097158298967,1.1210927973511714e-06,8.982617289667677e-05,5.950358437619523,True,Downregulated
CEBPD,157.99276080051888,-1.423943313316144,0.2963592888201426,-4.804787185801085,1.5491619303092472e-06,0.0001139690265547962,5.809903184071554,True,Downregulated
CEDORA,134.45627517756128,-2.80762272445242,0.347052351054667,-8.089911265318497,5.970821444216601e-16,1.207971813433071e-12,15.223965916081815,True,Downregulated
CENPB,1248.5716102912868,-1.3934817649971403,0.43784203439514513,-3.1826130328536393,0.0014595253442082458,0.016179738147952368,2.835788359220521,True,Downregulated
CEP112,40.09819037516954,-1.4076971277583952,0.4840596078290843,-2.908106987219302,0.003636239129129163,0.02926530596964471,2.4393475641061837,True,Downregulated
CERS1,454.9696313779097,-1.7817167339350597,0.39488818201866027,-4.5119525350871745,6.4233564453619106e-06,0.0003228634287831755,5.192237977416298,True,Downregulated
CFAP53,25.205387780913835,-1.4456700575962083,0.4948738294816722,-2.9212901783680785,0.0034858498825902514,0.028436743649298754,2.4576913196260484,True,Downregulated
CFAP90,71.09788955065038,-1.4252370962877616,0.27911719079440683,-5.106231874258036,3.2864637916760364e-07,3.4765631678612185e-05,6.483271148158273,True,Downregulated
CHKB,11.985118680008481,-1.9005870303570809,0.6769686648662462,-2.807496312599039,0.004992825145775215,0.03550723958351757,2.301653643148709,True,Downregulated
CHRM5,37.521287173633645,-2.2553332330732534,0.60975685640099,-3.698741899164632,0.00021667079105685291,0.0044277989308777336,3.664199631079033,True,Downregulated
CHRNA10,12.712573056956499,-1.9209386011249554,0.6125493519942348,-3.1359736074670352,0.0017128461732716519,0.01781646228431985,2.766281638259855,True,Downregulated
CIMAP1B,20.76919095898806,-2.058527647854325,0.48673437100382044,-4.229262962483838,2.3445816630181907e-05,0.0008695974644235962,4.629934635955406,True,Downregulated
CIMAP1D,11.072505909104128,-2.4111268987758,0.832002120816729,-2.8979816739035886,0.0037557253454065962,0.02982650378577319,2.4253061750150113,True,Downregulated
CITED4,68.75796058490904,-1.292423724426309,0.34480960924851484,-3.748224207680998,0.00017809102200270788,0.0038351929307640824,3.7493579738156013,True,Downregulated
CLASRP,341.73814351910977,-1.2575094960706956,0.2664714707160585,-4.71911493073361,2.368729712210488e-06,0.0001551452372962228,5.625484492334403,True,Downregulated
CLCF1,22.21713037388483,-1.653866480071067,0.617635339566876,-2.6777393943015957,0.007412086366457518,0.045603513760060166,2.1300595288758877,True,Downregulated
CLDN15,87.78680271295526,-1.8795943770506949,0.3331273446882251,-5.6422698617245395,1.678227794770197e-08,3.0868679327049345e-06,7.7751490904100296,True,Downregulated
CLDN5,625.5389662546138,-1.6322079798397195,0.44136311229483,-3.698106920066774,0.00021721339771127465,0.004430084815067952,3.66311339099558,True,Downregulated
CLDN9,70.19191300430771,-1.8127189159494934,0.5880800570994321,-3.082435620909009,0.0020531413598072236,0.020006076404864487,2.6875811482081886,True,Downregulated
CLEC11A,69.54510993857222,-1.0338619435894523,0.39193476307821135,-2.637841908866714,0.00834354685586179,0.04945811544519688,2.0786492907923066,True,Downregulated
CLEC2B,26.25144107680987,-2.182823410750503,0.5068074092906157,-4.307007693131059,1.654778569788275e-05,0.0006657519442122283,4.781260112071282,True,Downregulated
CLPTM1L,114.30813855820467,-1.0180385925102045,0.2758448512842844,-3.6906202445700846,0.0002237079074619423,0.004532878190965602,3.650318664511361,True,Downregulated
CLTRN,16.154874060629506,-2.1987057257673635,0.5639810257103146,-3.898545563652908,9.67721933180854e-05,0.0024947613808617014,4.014249415660199,True,Downregulated
CMAHP,29.215883604099602,-1.327393695594666,0.40040505817339994,-3.3151271905756574,0.0009160143543023447,0.0118700498994263,3.0380977207148407,True,Downregulated
CMTM3,58.027480285258086,-1.0963032582585008,0.41006786540726925,-2.6734678592034506,0.007507146958118951,0.04606933137709629,2.1245250824051696,True,Downregulated
CNKSR1,51.48522873219565,-1.4066280557653317,0.31778403506621394,-4.426364765216241,9.583441635415061e-06,0.00043326257784690716,5.018478497722114,True,Downregulated
COL16A1,474.1464831722976,-1.1814534225786248,0.3352164351919171,-3.5244495750998093,0.0004243635752375524,0.006997340808039027,3.3722619003414374,True,Downregulated
CPVL-AS2,23.412560809403207,-1.9264123704053369,0.5086694481140859,-3.7871595739582844,0.00015237924537145244,0.0034206076093439082,3.8170741815165554,True,Downregulated
CREB3L3,9.182967091845606,-1.8208091934233794,0.6583625930719583,-2.76566319621438,0.00568071727538807,0.03813240830422999,2.2455968246629423,True,Downregulated
CRNN,6.441480708189197,-6.555616375602828,2.15138419318216,-3.047162099813642,0.0023101309344716256,0.021675054593868554,2.6363634043039577,True,Downregulated
CRYGS,23.70495308780958,-1.7941300861470437,0.4574801526699232,-3.9217659513231995,8.790235498604644e-05,0.002343821442255621,4.055999489616279,True,Downregulated
CSF1,291.7575505430038,-1.2057189960807064,0.31157361834128827,-3.869772423286488,0.00010893699372847137,0.0026918247992294793,3.962824613872423,True,Downregulated
CSNK2B_4,9.226425453770473,-2.8982025273000485,0.9397567925588122,-3.083992103327811,0.0020424301660444005,0.019937715462864065,2.6898527837649717,True,Downregulated
CTRL,36.39783256558214,-1.3542614945102927,0.3962468626999402,-3.417721683100905,0.0006314764484253936,0.009158106019502683,3.1996428422735392,True,Downregulated
CTSB_1,94.25219676410028,-1.0237263789246243,0.2881028755876574,-3.553336206160664,0.00038037798934182363,0.006466825375522495,3.419784621555743,True,Downregulated
CTU1,53.456883449511615,-1.3894878036544815,0.32546208345949096,-4.269277050294019,1.9610755959219797e-05,0.0007557144885713628,4.707505664741713,True,Downregulated
CTXN2,47.31316476985134,-1.0106651253771977,0.38143039819260793,-2.6496711593155458,0.008057014960633197,0.048363437734160575,2.093825829937382,True,Downregulated
CWF19L2,102.01112522610414,-1.138173002156707,0.42725669081175,-2.6639091362016556,0.007723842259242444,0.04691647378526758,2.1121666042142517,True,Downregulated
CXCL1,14.450294651568013,-2.295340463704569,0.8480877443344572,-2.706489368627598,0.006799875960666293,0.04294742413739196,2.167499009365748,True,Downregulated
CXCR4,86.03415721418615,-1.280067974665447,0.2804760258809462,-4.563912265388408,5.020906793610719e-06,0.00027297180262790213,5.299217840644427,True,Downregulated
CYBA,102.96327947244443,-1.1045322692287325,0.3702004736681477,-2.9836057698263483,0.0028487355608246136,0.02497920882289637,2.545347863082331,True,Downregulated
CYP4F35P,15.854701268888718,-1.6825952708925567,0.5102136161037176,-3.2978251026340977,0.00097436805316193,0.012446840521251648,3.011276963794673,True,Downregulated
CYSLTR2,33.806587980515054,-1.1659079739525964,0.3880272400930097,-3.004706508937696,0.002658372278714455,0.02393555218182171,2.5753842004925547,True,Downregulated
CZIB-DT,10.718011657014062,-2.073613425915517,0.7432893991904812,-2.7897793620814393,0.005274397162698234,0.03647434200849674,2.2778271708880515,True,Downregulated
DCTN6-DT,22.657962189634826,-1.5856945201355324,0.5752192717992557,-2.7566783622801148,0.005839175692850569,0.0387641749748919,2.233648457222153,True,Downregulated
DCXR,366.6861954309209,-1.130991621557521,0.3977307859318174,-2.843610958874594,0.004460547511391293,0.03324653342143746,2.3506118303949983,True,Downregulated
DDB2,94.2480334716217,-1.301505618779172,0.2719188070515783,-4.7863758777534615,1.6981988121870548e-06,0.00012258619565915885,5.770011467224349,True,Downregulated
DDIT4,567.1931536977113,-1.1307182081718503,0.2435862991784986,-4.641961440299508,3.4511727633509733e-06,0.00020687863398087222,5.462033299679248,True,Downregulated
DDIT4L,63.00707974999725,-1.2331371403788727,0.41282727233690436,-2.987053479772338,0.002816804424707266,0.0248127168551656,2.5502433057366365,True,Downregulated
DDX39A,223.20395106605892,-1.1893109646827722,0.2517062830289562,-4.724995142635968,2.3012085675373466e-06,0.00015390520936195022,5.638044017739157,True,Downregulated
DHCR7-DT,50.095219076256235,-1.3080222055566773,0.4837274504448224,-2.7040479186241266,0.0068500410024362815,0.043105720693791295,2.164306828934067,True,Downregulated
DHRS3,243.0824882246394,-1.1302117186089324,0.28987193320398197,-3.8990036258998764,9.658932844798274e-05,0.0024947613808617014,4.015070853420623,True,Downregulated
DHX34,237.1738602530376,-1.270071208065431,0.24685406798534176,-5.145028471399742,2.674802407106148e-07,2.905481675101544e-05,6.572708294642002,True,Downregulated
DICER1-AS1,52.48620781726455,-1.3844892295663773,0.4887232430842505,-2.8328696233661765,0.0046132197359113995,0.033907793563,2.3359958586757115,True,Downregulated
DIO3OS,38.00130332731932,-1.785264595842656,0.5530966868822911,-3.2277622306976363,0.0012476262948421875,0.014595539057172936,2.9039154806730507,True,Downregulated
DIP2C-AS1,114.19148234760921,-2.2772633392385377,0.3689927018282641,-6.171567426551481,6.761628411682026e-10,2.3790642574581213e-07,9.169948699762246,True,Downregulated
DLGAP1-AS1,35.57812261641936,-1.7220834279274282,0.4460393575445634,-3.860832903642088,0.00011300116503463698,0.002771948524541047,3.9469170789457326,True,Downregulated
DLL4,111.40661344796693,-1.846082073230233,0.46945536710662844,-3.932391027091886,8.410510969914775e-05,0.002268735334134511,4.075177618390756,True,Downregulated
DMPK,552.9529206097308,-1.1720121399481043,0.2859469886652175,-4.098704257803108,4.154694949041927e-05,0.001355720519158137,4.381460857995705,True,Downregulated
DNA2,28.846637988444908,-1.3557291522917116,0.46579973827145477,-2.910540820230413,0.003608038328584663,0.02909621342707662,2.4427288575479444,True,Downregulated
DNAJB6,298.8466429892547,-1.2401850631401088,0.24406246478435945,-5.081424807521591,3.746142989389055e-07,3.837425587548219e-05,6.426415649727076,True,Downregulated
DNAJC2,70.00705000982528,-1.0817201380464692,0.28236671518084566,-3.830905272789205,0.00012767265495885747,0.0030210261995747196,3.8939021103495017,True,Downregulated
DOCK6,185.34142087984296,-1.2078049096322339,0.37202613454104366,-3.2465593072440004,0.0011680910777067466,0.013976350635870619,2.9325232933508776,True,Downregulated
DOHH,331.168626589728,-1.3527350624280374,0.3625644513347112,-3.731019567550552,0.0001907064089520102,0.004053747947896797,3.71963471164344,True,Downregulated
DOK3,69.61362241746288,-1.4256046598957868,0.30075137636668814,-4.740143427166339,2.135669859293636e-06,0.00014566915857651996,5.670465881497629,True,Downregulated
DPP7,592.9226522233824,-1.0805137285606863,0.34455366145772887,-3.135980978954849,0.0017128031213574403,0.01781646228431985,2.7662925542685706,True,Downregulated
DUSP23,86.78628422993444,-1.344918949513633,0.3690663924146788,-3.6441111332686646,0.00026831747272747637,0.005157622679446799,3.5713510453226656,True,Downregulated
DUSP9,40.0323704480923,-1.5208407734620297,0.4328532351910605,-3.5135252547915785,0.00044220237488330094,0.00718578859185364,3.354378929337714,True,Downregulated
DYNC1LI2,1756.6149909148928,-1.049517115806484,0.3767193766828289,-2.7859387670682607,0.005337295285079875,0.036712334971958256,2.2726787692531363,True,Downregulated
DYNC2I1,301.6762986618972,-1.0214138650674947,0.33291185528152184,-3.068121032228641,0.002154093540211942,0.02070309023059993,2.666735441652785,True,Downregulated
EBF4,190.50816186434363,-1.3348431291893346,0.4929891784001081,-2.7076519884701833,0.006776103580799241,0.04286115591355967,2.1690199639191268,True,Downregulated
ECE1,581.1759503159111,-1.0269282344457984,0.3456983892449689,-2.970590162970346,0.0029722814231117724,0.02567042413717398,2.526910072866285,True,Downregulated
EFCAB2,253.42641286378102,-1.3634290825390605,0.4493991964996432,-3.0338930135139726,0.002414200283086291,0.022353910573668163,2.617226703488434,True,Downregulated
EFNA1,191.21740499952546,-1.0100452942604417,0.292030192257168,-3.4587016036032825,0.0005427858850551706,0.008226198584071514,3.2653714545317474,True,Downregulated
EGFL7,489.78989793723025,-1.5100953591639983,0.43617184847480006,-3.4621568641912117,0.0005358647344928942,0.008135995054190893,3.270944823137561,True,Downregulated
EIF4EBP1,42.00682657314432,-1.4411705301635824,0.4127907748879479,-3.4912857017087853,0.00048070191923926407,0.007575618853833972,3.3181241439138787,True,Downregulated
EIF5B,738.6818205445684,-1.262318439611027,0.3436026743700829,-3.6737736163584866,0.0002389944954642287,0.004728760280059341,3.621612101633623,True,Downregulated
EMC3-AS1,45.093136117457924,-1.3662537945059972,0.428755600285601,-3.186556148994703,0.0014397753805808727,0.016048735905441754,2.8417052569209487,True,Downregulated
